company_id,type,rule_id,text,confidence_pct
LT,PRO,P11,Healthy dividend yield rewards shareholders.,80
LTIM,PRO,P1,High ROE indicates efficient capital utilization.,95
LTIM,PRO,P5,Low debt improves financial stability.,93
LTIM,PRO,P6,Comfortable interest coverage reduces financial risk.,92
LTIM,PRO,P7,Revenue has grown consistently over five years.,92
LTIM,PRO,P8,Profit growth has remained consistently strong.,92
LTIM,PRO,P10,Positive free cash flow strengthens future growth.,90
LTIM,PRO,P11,Healthy dividend yield rewards shareholders.,80
LTIM,PRO,P12,Excellent overall quality score.,96
M&M,PRO,P8,Profit growth has remained consistently strong.,92
M&M,PRO,P9,EPS growth indicates increasing shareholder value.,92
M&M,PRO,P11,Healthy dividend yield rewards shareholders.,80
M&M,CON,C5,High debt increases financial risk.,93
M&M,CON,C10,Negative free cash flow may constrain future growth.,90
MARUTI,PRO,P5,Low debt improves financial stability.,93
MARUTI,PRO,P6,Comfortable interest coverage reduces financial risk.,92
MARUTI,PRO,P10,Positive free cash flow strengthens future growth.,90
MARUTI,PRO,P11,Healthy dividend yield rewards shareholders.,80
MOTHERSON,PRO,P6,Comfortable interest coverage reduces financial risk.,92
MOTHERSON,PRO,P10,Positive free cash flow strengthens future growth.,90
MOTHERSON,PRO,P11,Healthy dividend yield rewards shareholders.,80
MOTHERSON,CON,C3,Weak profit margins reduce profitability.,90
MOTHERSON,CON,C4,Low operating margin signals operational weakness.,90
NAUKRI,PRO,P3,Strong profit margins support healthy earnings.,90
NAUKRI,PRO,P4,High operating margin reflects operational efficiency.,90
NAUKRI,PRO,P5,Low debt improves financial stability.,93
NAUKRI,PRO,P6,Comfortable interest coverage reduces financial risk.,92
NAUKRI,PRO,P7,Revenue has grown consistently over five years.,92
NAUKRI,PRO,P11,Healthy dividend yield rewards shareholders.,80
NAUKRI,CON,C1,Low ROE reflects weak capital efficiency.,95
NAUKRI,CON,C8,Profit growth has remained weak.,92
NAUKRI,CON,C9,EPS growth has been limited.,92
NAUKRI,CON,C10,Negative free cash flow may constrain future growth.,90
NESTLEIND,PRO,P1,High ROE indicates efficient capital utilization.,95
NESTLEIND,PRO,P3,Strong profit margins support healthy earnings.,90
NESTLEIND,PRO,P4,High operating margin reflects operational efficiency.,90
NESTLEIND,PRO,P5,Low debt improves financial stability.,93
NESTLEIND,PRO,P6,Comfortable interest coverage reduces financial risk.,92
NESTLEIND,PRO,P9,EPS growth indicates increasing shareholder value.,92
NESTLEIND,PRO,P10,Positive free cash flow strengthens future growth.,90
NESTLEIND,PRO,P11,Healthy dividend yield rewards shareholders.,80
NESTLEIND,PRO,P12,Excellent overall quality score.,96
NHPC,PRO,P3,Strong profit margins support healthy earnings.,90
NHPC,PRO,P4,High operating margin reflects operational efficiency.,90
NHPC,PRO,P6,Comfortable interest coverage reduces financial risk.,92
NHPC,PRO,P10,Positive free cash flow strengthens future growth.,90
NHPC,PRO,P11,Healthy dividend yield rewards shareholders.,80
NHPC,CON,C7,Revenue growth has been weak.,92
NTPC,PRO,P4,High operating margin reflects operational efficiency.,90
NTPC,PRO,P10,Positive free cash flow strengthens future growth.,90
ONGC,PRO,P5,Low debt improves financial stability.,93
ONGC,PRO,P6,Comfortable interest coverage reduces financial risk.,92
ONGC,PRO,P10,Positive free cash flow strengthens future growth.,90
ONGC,PRO,P11,Healthy dividend yield rewards shareholders.,80
PFC,PRO,P1,High ROE indicates efficient capital utilization.,95
PFC,PRO,P3,Strong profit margins support healthy earnings.,90
PFC,PRO,P4,High operating margin reflects operational efficiency.,90
PFC,PRO,P8,Profit growth has remained consistently strong.,92
PFC,CON,C5,High debt increases financial risk.,93
PFC,CON,C6,Poor interest coverage raises repayment concerns.,92
PFC,CON,C10,Negative free cash flow may constrain future growth.,90
PIDILITIND,PRO,P1,High ROE indicates efficient capital utilization.,95
PIDILITIND,PRO,P4,High operating margin reflects operational efficiency.,90
PIDILITIND,PRO,P5,Low debt improves financial stability.,93
PIDILITIND,PRO,P6,Comfortable interest coverage reduces financial risk.,92
PIDILITIND,PRO,P10,Positive free cash flow strengthens future growth.,90
PIDILITIND,PRO,P11,Healthy dividend yield rewards shareholders.,80
PNB,PRO,P1,High ROE indicates efficient capital utilization.,95
PNB,PRO,P7,Revenue has grown consistently over five years.,92
PNB,PRO,P11,Healthy dividend yield rewards shareholders.,80
PNB,CON,C5,High debt increases financial risk.,93
PNB,CON,C10,Negative free cash flow may constrain future growth.,90
POWERGRID,PRO,P3,Strong profit margins support healthy earnings.,90
POWERGRID,PRO,P4,High operating margin reflects operational efficiency.,90
POWERGRID,PRO,P10,Positive free cash flow strengthens future growth.,90
POWERGRID,PRO,P11,Healthy dividend yield rewards shareholders.,80
RECLTD,PRO,P1,High ROE indicates efficient capital utilization.,95
RECLTD,PRO,P3,Strong profit margins support healthy earnings.,90
RECLTD,PRO,P4,High operating margin reflects operational efficiency.,90
RECLTD,PRO,P8,Profit growth has remained consistently strong.,92
RECLTD,PRO,P9,EPS growth indicates increasing shareholder value.,92
RECLTD,PRO,P11,Healthy dividend yield rewards shareholders.,80
RECLTD,CON,C5,High debt increases financial risk.,93
RECLTD,CON,C6,Poor interest coverage raises repayment concerns.,92
RECLTD,CON,C10,Negative free cash flow may constrain future growth.,90
RELIANCE,PRO,P6,Comfortable interest coverage reduces financial risk.,92
RELIANCE,PRO,P10,Positive free cash flow strengthens future growth.,90
RELIANCE,PRO,P11,Healthy dividend yield rewards shareholders.,80
RELIANCE,CON,C1,Low ROE reflects weak capital efficiency.,95
SBILIFE,PRO,P5,Low debt improves financial stability.,93
SBILIFE,PRO,P6,Comfortable interest coverage reduces financial risk.,92
SBILIFE,PRO,P7,Revenue has grown consistently over five years.,92
SBILIFE,PRO,P11,Healthy dividend yield rewards shareholders.,80
SBILIFE,CON,C3,Weak profit margins reduce profitability.,90
SBILIFE,CON,C4,Low operating margin signals operational weakness.,90
SBILIFE,CON,C10,Negative free cash flow may constrain future growth.,90
SHREECEM,PRO,P4,High operating margin reflects operational efficiency.,90
SHREECEM,PRO,P5,Low debt improves financial stability.,93
SHREECEM,PRO,P6,Comfortable interest coverage reduces financial risk.,92
SHREECEM,PRO,P10,Positive free cash flow strengthens future growth.,90
SHREECEM,PRO,P11,Healthy dividend yield rewards shareholders.,80
SHREECEM,CON,C1,Low ROE reflects weak capital efficiency.,95
SHRIRAMFIN,PRO,P3,Strong profit margins support healthy earnings.,90
SHRIRAMFIN,PRO,P4,High operating margin reflects operational efficiency.,90
SHRIRAMFIN,PRO,P7,Revenue has grown consistently over five years.,92
SHRIRAMFIN,PRO,P8,Profit growth has remained consistently strong.,92
SHRIRAMFIN,PRO,P11,Healthy dividend yield rewards shareholders.,80
SHRIRAMFIN,CON,C5,High debt increases financial risk.,93
SHRIRAMFIN,CON,C6,Poor interest coverage raises repayment concerns.,92
SHRIRAMFIN,CON,C10,Negative free cash flow may constrain future growth.,90
SIEMENS,PRO,P5,Low debt improves financial stability.,93
SIEMENS,PRO,P6,Comfortable interest coverage reduces financial risk.,92
SIEMENS,PRO,P8,Profit growth has remained consistently strong.,92
SIEMENS,PRO,P9,EPS growth indicates increasing shareholder value.,92
SIEMENS,PRO,P10,Positive free cash flow strengthens future growth.,90
SIEMENS,PRO,P11,Healthy dividend yield rewards shareholders.,80
SUNPHARMA,PRO,P3,Strong profit margins support healthy earnings.,90
SUNPHARMA,PRO,P4,High operating margin reflects operational efficiency.,90
SUNPHARMA,PRO,P5,Low debt improves financial stability.,93
SUNPHARMA,PRO,P6,Comfortable interest coverage reduces financial risk.,92
SUNPHARMA,PRO,P8,Profit growth has remained consistently strong.,92
SUNPHARMA,PRO,P9,EPS growth indicates increasing shareholder value.,92
SUNPHARMA,PRO,P10,Positive free cash flow strengthens future growth.,90
SUNPHARMA,PRO,P11,Healthy dividend yield rewards shareholders.,80
TATACONSUM,PRO,P5,Low debt improves financial stability.,93
TATACONSUM,PRO,P6,Comfortable interest coverage reduces financial risk.,92
TATACONSUM,PRO,P7,Revenue has grown consistently over five years.,92
TATACONSUM,PRO,P8,Profit growth has remained consistently strong.,92
TATACONSUM,PRO,P10,Positive free cash flow strengthens future growth.,90
TATACONSUM,PRO,P11,Healthy dividend yield rewards shareholders.,80
TATACONSUM,CON,C1,Low ROE reflects weak capital efficiency.,95
TATAMOTORS,PRO,P1,High ROE indicates efficient capital utilization.,95
TATAMOTORS,PRO,P6,Comfortable interest coverage reduces financial risk.,92
TATAMOTORS,PRO,P10,Positive free cash flow strengthens future growth.,90
TATAMOTORS,PRO,P11,Healthy dividend yield rewards shareholders.,80
TATAPOWER,PRO,P7,Revenue has grown consistently over five years.,92
TATAPOWER,PRO,P10,Positive free cash flow strengthens future growth.,90
TATAPOWER,CON,C5,High debt increases financial risk.,93
TATASTEEL,PRO,P10,Positive free cash flow strengthens future growth.,90
TATASTEEL,CON,C1,Low ROE reflects weak capital efficiency.,95
TATASTEEL,CON,C3,Weak profit margins reduce profitability.,90
TATASTEEL,CON,C4,Low operating margin signals operational weakness.,90
TCS,PRO,P1,High ROE indicates efficient capital utilization.,95
TCS,PRO,P3,Strong profit margins support healthy earnings.,90
TCS,PRO,P4,High operating margin reflects operational efficiency.,90
TCS,PRO,P5,Low debt improves financial stability.,93
TCS,PRO,P6,Comfortable interest coverage reduces financial risk.,92
TCS,PRO,P10,Positive free cash flow strengthens future growth.,90
TCS,PRO,P11,Healthy dividend yield rewards shareholders.,80
TCS,PRO,P12,Excellent overall quality score.,96
TECHM,PRO,P5,Low debt improves financial stability.,93
TECHM,PRO,P6,Comfortable interest coverage reduces financial risk.,92
TECHM,PRO,P10,Positive free cash flow strengthens future growth.,90
TECHM,CON,C1,Low ROE reflects weak capital efficiency.,95
TECHM,CON,C3,Weak profit margins reduce profitability.,90
TECHM,CON,C4,Low operating margin signals operational weakness.,90
TECHM,CON,C8,Profit growth has remained weak.,92
TECHM,CON,C9,EPS growth has been limited.,92
TITAN,PRO,P1,High ROE indicates efficient capital utilization.,95
TITAN,PRO,P6,Comfortable interest coverage reduces financial risk.,92
TITAN,PRO,P7,Revenue has grown consistently over five years.,92
TITAN,PRO,P8,Profit growth has remained consistently strong.,92
TITAN,PRO,P9,EPS growth indicates increasing shareholder value.,92
TITAN,PRO,P10,Positive free cash flow strengthens future growth.,90
TITAN,PRO,P11,Healthy dividend yield rewards shareholders.,80
TITAN,CON,C5,High debt increases financial risk.,93
TORNTPHARM,PRO,P1,High ROE indicates efficient capital utilization.,95
TORNTPHARM,PRO,P3,Strong profit margins support healthy earnings.,90
TORNTPHARM,PRO,P4,High operating margin reflects operational efficiency.,90
TORNTPHARM,PRO,P6,Comfortable interest coverage reduces financial risk.,92
TORNTPHARM,PRO,P8,Profit growth has remained consistently strong.,92
TORNTPHARM,PRO,P9,EPS growth indicates increasing shareholder value.,92
TORNTPHARM,PRO,P10,Positive free cash flow strengthens future growth.,90
TORNTPHARM,PRO,P11,Healthy dividend yield rewards shareholders.,80
TORNTPHARM,PRO,P12,Excellent overall quality score.,96
TRENT,PRO,P1,High ROE indicates efficient capital utilization.,95
TRENT,PRO,P5,Low debt improves financial stability.,93
TRENT,PRO,P6,Comfortable interest coverage reduces financial risk.,92
TRENT,PRO,P7,Revenue has grown consistently over five years.,92
TRENT,PRO,P8,Profit growth has remained consistently strong.,92
TRENT,PRO,P9,EPS growth indicates increasing shareholder value.,92
TRENT,PRO,P10,Positive free cash flow strengthens future growth.,90
TRENT,PRO,P11,Healthy dividend yield rewards shareholders.,80
TRENT,PRO,P12,Excellent overall quality score.,96
TVSMOTOR,PRO,P1,High ROE indicates efficient capital utilization.,95
TVSMOTOR,PRO,P8,Profit growth has remained consistently strong.,92
TVSMOTOR,PRO,P9,EPS growth indicates increasing shareholder value.,92
TVSMOTOR,PRO,P11,Healthy dividend yield rewards shareholders.,80
TVSMOTOR,CON,C3,Weak profit margins reduce profitability.,90
TVSMOTOR,CON,C5,High debt increases financial risk.,93
TVSMOTOR,CON,C10,Negative free cash flow may constrain future growth.,90
INDIGO,PRO,P1,High ROE indicates efficient capital utilization.,95
INDIGO,PRO,P4,High operating margin reflects operational efficiency.,90
INDIGO,PRO,P5,Low debt improves financial stability.,93
INDIGO,PRO,P6,Comfortable interest coverage reduces financial risk.,92
INDIGO,PRO,P7,Revenue has grown consistently over five years.,92
INDIGO,PRO,P8,Profit growth has remained consistently strong.,92
INDIGO,PRO,P9,EPS growth indicates increasing shareholder value.,92
INDIGO,PRO,P10,Positive free cash flow strengthens future growth.,90
INDIGO,PRO,P11,Healthy dividend yield rewards shareholders.,80
INDIGO,PRO,P12,Excellent overall quality score.,96
ABB,CON,C0,Financial metrics should be monitored continuously for future performance.,70
ADANIPORTS,CON,C0,Financial metrics should be monitored continuously for future performance.,70
ADANIPOWER,CON,C0,Financial metrics should be monitored continuously for future performance.,70
ASIANPAINT,CON,C0,Financial metrics should be monitored continuously for future performance.,70
BAJAJ-AUTO,CON,C0,Financial metrics should be monitored continuously for future performance.,70
BAJAJHLDNG,CON,C0,Financial metrics should be monitored continuously for future performance.,70
BOSCHLTD,CON,C0,Financial metrics should be monitored continuously for future performance.,70
BRITANNIA,CON,C0,Financial metrics should be monitored continuously for future performance.,70
CIPLA,CON,C0,Financial metrics should be monitored continuously for future performance.,70
COALINDIA,CON,C0,Financial metrics should be monitored continuously for future performance.,70
DRREDDY,CON,C0,Financial metrics should be monitored continuously for future performance.,70
EICHERMOT,CON,C0,Financial metrics should be monitored continuously for future performance.,70
GAIL,CON,C0,Financial metrics should be monitored continuously for future performance.,70
HAL,CON,C0,Financial metrics should be monitored continuously for future performance.,70
HAVELLS,CON,C0,Financial metrics should be monitored continuously for future performance.,70
HCLTECH,CON,C0,Financial metrics should be monitored continuously for future performance.,70
HINDUNILVR,CON,C0,Financial metrics should be monitored continuously for future performance.,70
ICICIGI,CON,C0,Financial metrics should be monitored continuously for future performance.,70
INFY,CON,C0,Financial metrics should be monitored continuously for future performance.,70
IRCTC,CON,C0,Financial metrics should be monitored continuously for future performance.,70
ITC,CON,C0,Financial metrics should be monitored continuously for future performance.,70
LT,CON,C0,Financial metrics should be monitored continuously for future performance.,70
LTIM,CON,C0,Financial metrics should be monitored continuously for future performance.,70
MARUTI,CON,C0,Financial metrics should be monitored continuously for future performance.,70
NESTLEIND,CON,C0,Financial metrics should be monitored continuously for future performance.,70
NTPC,CON,C0,Financial metrics should be monitored continuously for future performance.,70
ONGC,CON,C0,Financial metrics should be monitored continuously for future performance.,70
PIDILITIND,CON,C0,Financial metrics should be monitored continuously for future performance.,70
POWERGRID,CON,C0,Financial metrics should be monitored continuously for future performance.,70
SIEMENS,CON,C0,Financial metrics should be monitored continuously for future performance.,70
SUNPHARMA,CON,C0,Financial metrics should be monitored continuously for future performance.,70
TATAMOTORS,CON,C0,Financial metrics should be monitored continuously for future performance.,70
TCS,CON,C0,Financial metrics should be monitored continuously for future performance.,70
TORNTPHARM,CON,C0,Financial metrics should be monitored continuously for future performance.,70
TRENT,CON,C0,Financial metrics should be monitored continuously for future performance.,70
INDIGO,CON,C0,Financial metrics should be monitored continuously for future performance.,70
